"id","host_id","host_response_time","host_response_rate","host_accept_rate","superhost","n_host_listings","room_type","accommodates","bedrooms","beds","price","min_nights","max_nights","n_reviews","rev_rating","rev_accuracy","rev_clean","rev_checkin","rev_comm","rev_location","rev_value","license","instant_bookable","n_reviews_month","carbon_monoxide_alarm","stove","hot_water","security_cameras","wifi","heating","fire_extinguisher","free_parking","coffee_maker","kitchen","smoke_alarm","dryer","private_entrance","hair_dryer","TV","waterfront","host_greeting","mean_review"
4153760,1552059,NA,NA,"100%","0",2,"Entire home/apt",2,1,1,97,1,14,439,4.56,4.76,4.59,4.88,4.89,4.65,4.5,"0","1",5.29,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.69
4265569,22142348,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,97,60,60,48,4.6,4.76,4.72,4.76,4.7,4.37,4.33,"0","0",0.59,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.60571428571428
6471162,33806044,NA,NA,NA,"0",1,"Entire home/apt",2,2,2,97,4,1125,35,4.91,4.91,4.94,4.97,4.94,4.88,4.88,"1","0",0.47,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.91857142857143
7194317,25551887,NA,NA,NA,"0",1,"Private room",2,1,1,97,1,1125,3,4.33,4.33,4,5,5,4.67,4,"0","0",0.04,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.47571428571429
8019373,40148285,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,97,3,1125,13,4.69,4.62,4.77,5,5,4.62,4.54,"0","0",0.59,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.74857142857143
11090898,57591198,"within a day","100%","100%","0",2,"Entire home/apt",5,2,2,97,2,1125,70,4.47,4.7,4.33,4.85,4.77,4.49,4.39,"0","1",1.07,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.57142857142857
11559431,11701759,"within an hour","100%","100%","0",1,"Private room",4,NA,1,97,1,1125,419,4.92,4.91,4.81,4.96,4.96,4.96,4.82,"1","1",6.39,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.90571428571429
11663384,61910982,NA,NA,NA,"0",0,"Entire home/apt",2,1,1,97,2,1125,5,5,4.6,5,5,5,4.4,4.6,"0","1",0.08,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.8
12178294,40101152,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,97,1,1125,25,4.55,4.91,4.41,5,4.9,4.33,4.38,"0","1",0.39,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.64
12195395,14891161,NA,NA,"0%","0",1,"Entire home/apt",2,1,1,97,2,1125,19,4.84,4.89,4.42,4.84,4.89,4.84,4.63,"0","0",0.29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.76428571428571
13465532,15625753,NA,NA,NA,"0",1,"Entire home/apt",6,4,4,97,5,7,0,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
15005253,15439937,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,97,2,7,16,4.94,4.88,4.75,4.79,4.69,4.93,4.79,"0","0",0.32,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.82428571428571
18145554,125112549,NA,NA,NA,"0",1,"Private room",2,1,1,97,1,1125,41,4.33,4.38,4.26,4.51,4.62,4.9,4.08,"0","0",0.86,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.44
18939163,23855459,NA,NA,NA,"0",1,"Entire home/apt",2,NA,1,97,2,1125,30,4.69,4.83,4.38,4.86,4.9,4.93,4.41,"0","1",0.88,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.71428571428571
21262769,2681127,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,97,3,1125,14,4.77,4.77,4.46,4.75,4.92,4.5,4.17,"0","0",0.37,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.62
22076606,9394566,NA,NA,NA,"0",1,"Private room",2,1,1,97,2,30,99,4.78,4.87,4.66,4.91,4.77,4.6,4.62,"0","1",2.33,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.74428571428571
22111139,35220396,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,97,2,1125,9,5,5,5,4.88,5,4.88,4.25,"0","0",0.23,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.85857142857143
23602082,35024699,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,97,6,1125,3,4.67,5,4.67,4.67,5,4.33,4.67,"0","0",0.07,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.71571428571429
26794556,201491909,"within an hour","100%","0%","0",2,"Private room",2,NA,1,97,3,1125,15,3.87,4.07,4.33,4.07,4.2,4.87,3.87,"0","0",0.5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.18285714285714
28490295,179951857,NA,NA,"100%","0",3,"Entire home/apt",2,1,2,97,2,1125,33,4.53,4.72,4.81,4.81,4.81,5,4.47,"0","1",0.99,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.73571428571429
29088090,35120287,NA,NA,"100%","0",1,"Private room",2,1,1,97,2,1125,36,4.86,4.83,4.92,4.94,4.97,4.83,4.69,"1","0",1.37,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.86285714285714
29681916,117757722,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,97,3,1125,9,5,4.89,4.89,4.89,5,4.56,4.89,"0","1",0.28,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.87428571428571
30077792,29968916,"a few days or more","0%","99%","0",1,"Entire home/apt",2,1,1,97,1,1125,203,4.28,4.58,4.55,4.61,4.21,4.51,4.32,"0","0",6.17,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.43714285714286
30089759,34846985,"within an hour","71%","100%","0",1,"Entire home/apt",2,NA,1,97,2,1125,13,4.77,4.69,4.69,4.85,4.85,4.62,4.69,"1","0",0.4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.73714285714286
39268145,259133665,"within an hour","99%","98%","0",6,"Hotel room",1,1,1,97,1,1125,0,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
43672128,260679243,"within an hour","90%","99%","0",2,"Private room",2,1,1,97,1,1125,22,4.68,4.77,4.45,4.73,4.68,4.77,4.55,"1","1",1.57,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.66142857142857
44271614,50879715,"within an hour","100%","64%","0",2,"Entire home/apt",4,1,1,97,2,1125,10,4.5,4.6,4.4,4.7,4.6,5,4.5,"1","0",6.25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.61428571428571
44393561,182365589,"within an hour","100%","100%","0",1,"Entire home/apt",2,1,1,97,4,9,2,4,5,4.5,5,5,5,4,"0","0",0.19,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.64285714285714
48770881,11381560,"a few days or more","44%","33%","0",1,"Entire home/apt",2,1,NA,97,5,7,0,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
51461207,366923549,"within an hour","88%","100%","0",1,"Private room",2,1,1,97,2,1125,0,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
414865,2063261,"within a day","75%","0%","0",1,"Entire home/apt",2,1,1,98,4,30,7,4.86,4.86,4.57,4.86,5,4.71,4.71,"1","0",0.11,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.79571428571429
698672,2302855,"within an hour","100%",NA,"0",1,"Entire home/apt",2,1,1,98,3,365,53,4.81,4.83,4.77,4.86,4.92,4.71,4.69,"1","0",0.62,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.79857142857143
4516395,16519250,NA,NA,NA,"0",0,"Entire home/apt",2,1,1,98,2,1125,3,4.67,4.67,4.33,5,5,4.67,4.67,"0","0",0.24,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.71571428571429
5911915,11620521,NA,NA,NA,"0",1,"Entire home/apt",3,1,1,98,3,1125,23,4.7,4.91,4.96,4.7,4.83,4.41,4.22,"0","0",0.31,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.67571428571429
6179047,14193028,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,2,1125,3,5,5,5,5,5,4.5,5,"0","0",0.06,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.92857142857143
7450864,39021847,"within a few hours","89%","75%","0",1,"Entire home/apt",2,1,1,98,3,1125,39,4.85,4.85,4.85,4.95,4.97,4.72,4.67,"1","0",0.56,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.83714285714286
7552387,39359478,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,2,1125,13,4.85,4.75,4.83,5,4.92,4.62,4.46,"0","0",0.18,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",4.77571428571429
7934834,26626168,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,3,1125,8,4.63,4.88,4.63,4.5,4.75,4.75,4.63,"0","0",0.12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.68142857142857
8362554,44076116,NA,NA,NA,"0",1,"Entire home/apt",4,2,2,98,6,1125,0,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
8493516,31640810,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,3,1125,2,5,5,5,4.5,4.5,5,5,"0","0",0.03,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.85714285714286
8581083,6248265,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,13,1125,17,4.71,4.88,4.65,5,5,4.53,4.71,"0","0",0.25,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.78285714285714
9003103,46998089,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,1,7,11,4.73,4.91,4.64,5,4.91,4.55,4.55,"0","0",0.16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.75571428571429
9347195,2939531,NA,NA,NA,"0",2,"Entire home/apt",4,3,3,98,3,1125,13,4.75,4.42,4.75,4.75,4.83,4.5,4.5,"0","0",0.2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.64285714285714
10667715,46390651,NA,NA,NA,"0",0,"Entire home/apt",2,1,1,98,2,1125,28,4.93,4.93,4.89,4.86,4.96,4.75,4.64,"0","1",0.74,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.85142857142857
10713194,47009876,NA,NA,NA,"0",1,"Entire home/apt",3,1,1,98,4,14,18,4.82,4.88,4.88,4.94,5,4.59,4.76,"0","0",0.29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.83857142857143
11713215,36507423,NA,NA,NA,"0",2,"Private room",4,1,3,98,1,1125,1,0,NA,NA,NA,NA,NA,NA,"0","0",0.02,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
11962960,2346326,"within an hour","100%","67%","0",1,"Entire home/apt",2,1,1,98,9,30,27,4.81,4.96,4.74,4.93,4.93,4.44,4.63,"1","0",0.66,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.77714285714286
12112407,19037994,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,4,1125,2,4.5,4.5,4.5,5,5,4.5,3.5,"0","0",0.04,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.5
12619145,14087004,"within a day","80%","38%","0",1,"Entire home/apt",2,1,1,98,3,1125,62,4.71,4.84,4.39,4.92,4.95,4.82,4.69,"1","0",0.97,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.76
12823533,69961285,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,2,1125,7,5,5,4.86,5,5,4.71,4.71,"0","0",0.11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.89714285714286
13444687,71145287,NA,NA,NA,"0",2,"Entire home/apt",2,NA,1,98,2,1125,13,4.92,4.77,4.85,4.83,4.92,4.83,4.83,"0","0",0.21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.85
13731722,80323091,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,2,1124,13,5,5,4.85,4.69,5,4.85,4.75,"0","0",0.32,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.87714285714286
13774109,12034731,NA,NA,NA,"0",1,"Entire home/apt",3,2,2,98,5,28,11,4.64,4.82,4.45,5,4.82,4.1,4.5,"0","0",0.18,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.61857142857143
13906864,82464347,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,1,14,3,4.5,4.5,4.5,5,5,4.5,5,"0","0",0.05,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.71428571428571
14145593,10707585,NA,NA,"0%","0",1,"Entire home/apt",2,1,1,98,3,3,11,5,5,5,5,5,5,5,"0","0",0.21,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5
15768650,6450923,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,3,1124,20,4.85,5,4.95,4.95,4.95,4.68,4.47,"0","0",0.4,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.83571428571429
16793520,1769067,NA,NA,NA,"0",1,"Entire home/apt",2,NA,1,98,60,1125,4,5,5,5,5,5,5,5,"0","0",0.07,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5
17447936,149649,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,6,30,9,4.88,4.75,5,5,5,5,4.75,"0","0",0.26,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.91142857142857
17716290,15113027,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,3,13,15,4.93,4.93,4.93,5,5,4.73,4.8,"0","0",0.29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.90285714285714
20092904,142864642,"within a few hours","100%","100%","0",2,"Private room",2,1,2,98,1,25,90,4.58,4.64,4.61,4.71,4.72,4.35,4.33,"0","1",1.85,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.56285714285714
20296948,144788976,"a few days or more","0%","20%","0",1,"Entire home/apt",2,NA,1,98,2,14,30,4.9,4.97,4.77,5,4.97,4.87,4.83,"0","0",0.82,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.90142857142857
20998881,150060603,NA,NA,NA,"0",1,"Private room",2,1,1,98,2,1125,0,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
21100665,149803755,NA,NA,NA,"0",1,"Entire home/apt",4,1,2,98,4,1125,19,4.68,4.72,4.11,4.58,4.84,4.53,4.53,"0","0",0.42,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.57
21209003,24367176,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,4,28,10,5,5,5,5,5,4.9,4.8,"0","0",0.26,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.95714285714286
21978010,19453871,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,7,18,4,4.75,4.75,5,5,5,4.75,4.25,"0","1",0.1,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.78571428571429
22781669,137783852,"within an hour","100%","100%","0",1,"Private room",2,NA,1,98,2,21,3,5,5,5,4.33,5,4.67,5,"0","1",3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.85714285714286
23281198,39730495,NA,NA,NA,"0",1,"Private room",2,1,1,98,1,31,6,5,5,5,5,5,5,5,"0","1",0.14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5
27248155,205222133,NA,NA,NA,"0",1,"Entire home/apt",3,1,2,98,2,1125,10,4.89,4.89,4.78,4.56,4.89,4.44,4.78,"0","1",0.3,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.74714285714286
27565537,207977510,"within an hour","100%","100%","1",1,"Private room",2,1,1,98,2,1125,69,4.93,4.96,4.96,4.96,4.96,4.84,4.84,"1","1",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.92142857142857
29919544,87974972,"within an hour","100%","83%","1",3,"Private room",2,1,1,98,2,1125,43,4.98,4.95,4.98,4.95,4.95,4.86,4.88,"1","0",1.36,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.93571428571429
30316474,227640350,"within an hour","100%","100%","1",1,"Private room",3,2,3,98,1,1125,29,4.86,4.82,5,5,5,4.75,4.57,"1","1",1.22,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.85714285714286
31460930,235678924,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,2,3,12,4.83,4.67,4.67,5,5,4.5,4.67,"0","1",0.42,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.76285714285714
34175234,27481927,"within an hour","100%","100%","0",1,"Entire home/apt",2,1,1,98,4,1125,6,4.83,5,4.5,5,5,4.5,4.83,"1","0",0.22,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.80857142857143
34671206,39421127,NA,NA,NA,"0",2,"Entire home/apt",2,1,1,98,3,1125,6,4.5,4.5,4.33,4.5,4.67,4.83,3.83,"0","0",0.27,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.45142857142857
35394324,259132884,"within an hour","93%","97%","1",4,"Hotel room",2,1,1,98,1,1125,48,4.75,4.81,4.81,4.85,4.75,4.63,4.46,"1","1",1.96,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.72285714285714
35439835,163789665,"within a few hours","96%","96%","0",5,"Private room",4,2,3,98,3,1125,2,4.5,5,3.5,5,5,5,4.5,"0","1",0.08,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.64285714285714
36257297,5093231,NA,NA,NA,"0",1,"Entire home/apt",3,2,2,98,6,7,1,5,5,5,5,5,5,5,"0","1",0.04,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5
37179766,84215331,NA,NA,NA,"0",0,"Entire home/apt",2,1,1,98,3,7,3,5,5,5,5,5,5,4.67,"0","0",0.12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.95285714285714
38319415,19093320,NA,NA,NA,"0",2,"Private room",2,1,1,98,1,1125,3,5,5,5,5,5,5,4.67,"0","0",0.14,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.95285714285714
38923693,297806131,NA,NA,NA,"0",2,"Entire home/apt",1,1,0,98,7,50,1,5,5,5,5,5,5,5,"0","0",0.05,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5
39373284,38411769,"within an hour","67%","67%","0",0,"Entire home/apt",2,1,1,98,2,1125,2,5,5,5,5,5,4.5,4,"0","0",0.09,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.78571428571429
39849200,34547228,"within a few hours","100%","14%","0",1,"Entire home/apt",3,1,1,98,5,18,0,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
40306275,311397422,"within an hour","86%","100%","0",1,"Entire home/apt",2,1,1,98,1,1125,5,4.5,5,4.75,5,4.75,4.75,4.25,"0","1",0.25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.71428571428571
40530952,52744838,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,98,1,1125,0,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
41259974,323963636,"within a day","100%","62%","0",0,"Private room",2,1,1,98,1,6,7,4.83,4.83,4.67,5,5,5,4.33,"0","0",0.36,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.80857142857143
41996133,332615005,"within a few hours","100%","50%","0",0,"Entire home/apt",4,1,2,98,7,7,1,5,5,5,5,5,5,5,"1","0",1,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5
42728862,340310534,"within an hour","96%","98%","0",0,"Private room",2,NA,1,98,1,1125,9,4.88,4.75,5,4.88,4.38,4.63,4.5,"1","1",0.74,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.71714285714286
42868451,70513705,NA,NA,NA,"0",0,"Entire home/apt",2,1,1,98,3,5,0,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
45539565,243878598,"within an hour","100%","100%","0",0,"Private room",2,1,1,98,1,365,0,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
45635875,39131626,"within a few hours","100%","100%","0",0,"Entire home/apt",2,1,1,98,4,1125,2,5,5,4,5,5,5,5,"1","0",0.21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.85714285714286
50353348,313838743,"within an hour","100%","100%","0",0,"Entire home/apt",2,1,1,98,26,30,0,NA,NA,NA,NA,NA,NA,NA,"1","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
50615859,19107259,"within an hour","100%","100%","0",0,"Entire home/apt",2,NA,1,98,2,30,1,5,5,5,5,5,5,5,"1","1",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5
51161993,9932243,"within an hour","86%","100%","0",1,"Entire home/apt",2,1,1,98,4,1125,0,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
97476,485930,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,99,7,30,53,4.88,4.96,4.9,4.94,4.96,4.85,4.85,"1","0",0.73,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.90571428571429
199844,976652,NA,NA,NA,"0",1,"Entire home/apt",3,1,2,99,5,30,42,4.8,4.85,4.95,4.98,5,4.54,4.37,"0","0",0.44,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.78428571428571
205759,1011967,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,99,1,730,2,4.5,5,5,5,5,4.5,4,"0","0",0.03,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.71428571428571
214531,1107389,"within a few hours","100%","62%","1",1,"Private room",3,1,2,99,3,50,169,4.83,4.86,4.78,4.88,4.84,4.88,4.74,"1","0",1.6,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.83
362458,1831568,NA,NA,NA,"1",1,"Entire home/apt",2,1,1,99,6,30,52,4.9,4.92,4.96,4.96,4.92,4.66,4.8,"0","0",0.67,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.87428571428571
714243,3678493,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,99,1,14,59,4.92,4.93,4.83,4.96,5,4.86,4.81,"0","0",0.58,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.90142857142857
730965,2460974,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,99,2,5,28,4.62,4.73,4.85,4.85,4.81,4.35,4.48,"0","0",0.33,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.67
740616,3846003,NA,NA,NA,"1",2,"Private room",1,1,1,99,3,90,77,4.8,4.82,4.87,4.89,4.95,4.74,4.54,"0","0",0.8,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.80142857142857
1064108,5796250,"within an hour","98%","50%","1",18,"Entire home/apt",2,1,1,99,7,180,47,4.74,4.89,4.72,4.85,4.8,4.98,4.65,"1","0",0.51,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.80428571428571
1120077,6114964,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,99,2,1125,12,4.83,5,4.75,4.73,4.91,4.73,4.45,"0","0",0.21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.77142857142857
1155386,6299692,"within a day","80%","0%","0",1,"Entire home/apt",2,1,2,99,6,14,59,4.72,4.85,4.97,4.9,4.92,4.51,4.69,"1","0",0.61,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.79428571428571
1238409,6750660,"within a few hours","100%","50%","1",2,"Entire home/apt",2,NA,3,99,90,1125,58,4.69,4.62,4.89,4.87,4.87,4.74,4.49,"0","0",0.7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.73857142857143
1315392,5796250,"within an hour","98%","50%","1",18,"Entire home/apt",2,1,1,99,7,180,56,4.83,4.87,4.85,4.89,4.93,4.95,4.78,"1","0",0.68,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.87142857142857
1371048,7434579,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,99,3,1125,86,4.74,4.93,4.72,4.98,4.99,4.93,4.58,"0","0",1.11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.83857142857143
1398395,5034213,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,99,3,15,5,4.67,5,5,5,5,4.67,4.67,"0","0",0.06,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.85857142857143
1482998,7934022,NA,NA,NA,"0",1,"Private room",2,1,1,99,4,9,52,4.49,4.63,4.57,4.9,4.84,4.59,4.37,"0","0",0.59,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.62714285714286
1548947,4625324,NA,NA,NA,"0",1,"Entire home/apt",2,1,1,99,3,1125,10,4.88,5,5,5,5,4.89,4.89,"0","0",0.13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.95142857142857
1860602,9703677,"within a day","100%",NA,"0",1,"Entire home/apt",2,1,1,99,10,1125,2,5,5,5,5,5,4,4.5,"0","0",0.05,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.78571428571429
1889863,4197303,"within a day","100%","100%","0",1,"Entire home/apt",2,1,1,99,3,14,98,4.9,4.87,4.76,4.93,4.98,4.86,4.81,"0","0",1.08,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.87285714285714
2018017,8993151,NA,NA,"0%","0",1,"Private room",2,1,0,99,2,15,65,4.56,4.56,4.36,4.94,4.94,4.97,4.19,"0","0",0.71,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.64571428571429
2234721,11408530,NA,NA,NA,"0",1,"Entire home/apt",3,2,2,99,5,8,6,5,4.67,4.67,5,5,4.33,4.67,"0","0",0.08,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.76285714285714
